Euler Forward
t	y
0.0	1.0
0.1	1.0
0.2	0.99
0.3	0.970398
0.4	0.94214783164788
0.5	0.9066421301807279
0.6	0.8655421325697955
0.7	0.8205923415745874
0.8	0.7734563162010268
0.9	0.7255975423553258
1.0	0.6782132809428378

Runge Kutta Second Order
t	y
0.0	1.0
0.1	0.995
0.2	0.9802970186751873
0.3	0.9567411778522137
0.4	0.9256167451456878
0.5	0.888476513240012
0.6	0.846967340653507
0.7	0.8026787908494569
0.8	0.7570337519041632
0.9	0.7112257965444887
1.0	0.6661975858309901

Runge Kutta Fourth Order
t	y
0.0	1.0
0.1	0.9950248651026068
0.2	0.9803921161009694
0.3	0.9569377150604986
0.4	0.9259257966013531
0.5	0.8888887236836223
0.6	0.8474574443936582
0.7	0.8032126736506878
0.8	0.7575756064040682
0.9	0.711743664631487
1.0	0.6666666130890393
